Store Number,Equipment,Quantity,Repair,Replace,Notes
2274,"Oil Pumps (Operational,  Down Time)",3,0,0,
2274,"Oil Pump Hoses (Leaking, Cracked, Worn)",6,0,0,
2274,"Oil Guns (Leaking, Screen operational)",3,0,1,"Guns leak at swivel, gaskets have been replaced and still leak. (Replace X3)"
2274,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,0,1,"All three hoses are cracked and leaking, (Replace X3)"
2274,Grease Gun (Leaking),2,0,1,Bay 1 needs new gun (replace X1)
2274,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,0,Old rotary style lifts are operational but needs pads attached properly (repair X2) 
2274,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,N/A (This store has no post lifts)
2274,Oil Tanks (Leaking),10,0,0,
2274,"Oil Tank Hoses (Leaking, Cracked, Worn)",6,0,0,
2274,Oil Tanks (Not In Use),2,0,0,"Two tanks not in use. Could remove for space. Used to be 5 tanks tied into one, have always only used 3 of the 5. Can remove or plumb with new lines and gun and have another bulk product, would require oil gun podium as well because existing is full. "
2274,Trash Cans ,5,0,1,"Need 2 in lowerbay, 1 in upper bay and 1 in customer restroom and 1 in lounge once coffee counter is removed."
2274,Water Bibb cocks (washer/coolant),1,0,0,
2274,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,1,The washer fluid line going to podium has been peiced together several times. (replace X1)
2274,Coolant pump/hoses (Operational),1,0,1,"The plastic drum threads are worn, need a new coolant drum and a rotary pump that threads to it. (replace X1)"
2274,"Air Regulators (Operational, Leaks)",5,0,1,All regulators are combo units with regulator and seperator. All corroded and do not drain. (replace X5)
2274,"Air hoses (Operational, Leaks, Cracks)",3,0,1,"Need 2 air hoses replaced in upper bay, bay 1 wall and bay 2 wall need coil style short hose. (Replace X2)"
2274,"Water Separators (Operational, Leaks)",5,0,1,All regulators are combo units with regulator and seperator. All corroded and do not drain. (replace X5)
2274,Lower Bay Mop Sink Lift Pump (Operational),1,0,1,This is a gravity fed sink with no pump but the sink needs to be replaced. (Replace X1)
2277,Transmission Machine ,0,0,1,Per Russ this has been ordered
2277,Tire Machines,1,0,0,
2277,Tire Balancer,1,0,0,
2277,Radiator Machine,0,0,1,Per Russ this has been ordered
2277,Oil Evacuator,1,0,0,
2277,Differential EVAC machine,0,0,1,Per Russ this has been ordered
2277,BFE EVAC Machine,0,0,1,Per Russ this has been ordered
2277,A/C machine,1,0,0,
2277,Sump EVAC Machine ,,,,N/A (This store is gravity fed to waste tanks)
2277,"Oil sumps (leaking, roller condition)",2,1,0,Leaks where hooks up to drain (Repair X2)
2277,"Compressors (Operational, Down Time)",1,1,0,Belts squeak (Repair X1)
2277,"Oil Pumps (Operational,  Down Time)",5,0,1,3 in upperbay leak which have been rebuilt numerous times. Per vendor (Replace X3) to reduce costs and get warranty
2277,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,0,
2277,"Oil Guns (Leaking, Screen operational)",2,0,1,Conv520 and conv 530 gun leaks and is old Graco (Replace X2)
2277,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,0,1,Both hoses are cracked and have exposed metal wires. (Replace X2)
2277,Grease Gun (Leaking),2,1,1,Bay 1 and Bay 2 need new guns (replace X2) air line to pump is also bad (Repair X1)
2277,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,1,Bay 1 is newer lift but ramps are loose and not tight to floor (Repair X1) Bay 2 is old style rotary with busted and cracked base (Replace X1)
2277,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,N/A (This store has no post lifts)
2277,Oil Tanks (Leaking),4,1,0,"four oil tanks in lowerbay which are conv520 and conv530 leak, may be connections (Repair X4)"
2277,"Oil Tank Hoses (Leaking, Cracked, Worn)",2,0,1,Both hoses between above noted tanks are leaking (Replace X2)
2277,Oil Tanks (Not In Use),0,0,0,
2277,Trash Cans ,4,0,1,4 of our trash cans are cracked and bottom issues (Replace X4)
2277,Water Bibb cocks (washer/coolant),1,0,0,
2277,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,1,Washer fluid pump leaks at pump or connection (Repair X1) 
2277,Coolant pump/hoses (Operational),1,0,1,"The plastic drum threads are worn, need a new coolant drum and a rotary pump that threads to it. (replace X1)"
2277,"Air Regulators (Operational, Leaks)",5,0,1,All regulators are combo units with regulator and seperator. All corroded and do not drain. (replace X5)
2277,"Air hoses (Operational, Leaks, Cracks)",5,0,1,All 3 bays need new coil hoses versus long ones that are trip hazards (Replace X3)
2277,"Water Separators (Operational, Leaks)",5,0,1,All regulators are combo units with regulator and seperator. All corroded and do not drain. (replace X5)
2277,Lower Bay Mop Sink Lift Pump (Operational),1,0,1,No lowerbay mop sink but backroom has one that has leaking faucet and cracked sink (Replace X1)
2290,Transmission Machine ,1,0,0,
2290,Tire Machines,0,,,
2290,Tire Balancer,0,,,
2290,Radiator Machine,1,0,0,
2290,Oil Evacuator,1,0,0,
2290,Differential EVAC machine,0,,,
2290,BFE EVAC Machine,1,0,0,
2290,A/C machine,0,,,
2290,Sump EVAC Machine ,0,,,
2290,"Oil sumps (leaking, roller condition)",3,1,,wheels on bay 2 and 3 are in bad condition
2290,"Compressors (Operational, Down Time)",1,0,0,
2290,"Oil Pumps (Operational,  Down Time)",5,1,,5w30 plat oil punp leaking from base
2290,"Oil Pump Hoses (Leaking, Cracked, Worn)",7,1,,5w30 plat hose is cracked and lekaing
2290,"Oil Guns (Leaking, Screen operational)",5,1,,2 (0w20 gold and 5w30 gold) guns screens are not operantional
2290,"Oil Gun Hoses (Leaking, Cracked, Worn)",5,1,,530 gold hose leaking 
2290,Grease Gun (Leaking),2,1,,bay 2 leaking grease
2290,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,,bay 3 lift locks do not work. 
2290,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,,,
2290,Oil Tanks (Leaking),5,0,0,
2290,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,1,,"5w30 plat lekaing, 5w30 gold and 5w30 conv hoses are cracked"
2290,Oil Tanks (Not In Use),2,0,0,
2290,Trash Cans ,7,,1,5 throughout shop are cracked and need replacing 
2290,Water Bibb cocks (washer/coolant),2,0,0,
2290,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,,1,washer fluid hose is cracked and is too short
2290,Coolant pump/hoses (Operational),1,0,0,
2290,"Air Regulators (Operational, Leaks)",8,1,,5w20 conv regulator leask air
2290,"Air hoses (Operational, Leaks, Cracks)",3,0,0,
2290,"Water Separators (Operational, Leaks)",0,,,
2290,Lower Bay Mop Sink Lift Pump (Operational),0,,,
2291,Transmission Machine ,1,0,0,
2291,Tire Machines,0,,,
2291,Tire Balancer,0,,,
2291,Radiator Machine,1,0,0,
2291,Oil Evacuator,1,0,0,
2291,Differential EVAC machine,1,0,0,
2291,BFE EVAC Machine,1,0,0,
2291,A/C machine,0,0,0,
2291,Sump EVAC Machine ,1,1,,PUMP DOES NOT WORK. GRAVITY DRAIN
2291,"Oil sumps (leaking, roller condition)",3,1,,BAY 1 AND 2 TROLLIES AND RAILS NEED REPAIR BOTH LEAK FROM VALVES.
2291,"Compressors (Operational, Down Time)",1,0,0,
2291,"Oil Pumps (Operational,  Down Time)",4,0,0,
2291,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,1,Lines are cracked from the pump to the metal lines attached to the wall. 
2291,"Oil Guns (Leaking, Screen operational)",8,1,,Pz520 and 1 pz530 pumps leak from the nozzle 2 pump handles need replacing.
2291,"Oil Gun Hoses (Leaking, Cracked, Worn)",8,0,1,6 hoses are old and cracked. 
2291,Grease Gun (Leaking),3,1,0,there is a leak from the line feeding bay 2
2291,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",3,1,0,Locks on bay 2 and 3 need to be repaired. Bay 2 needs welding repair. 
2291,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",0,0,0,No post lifts.
2291,Oil Tanks (Leaking),9,0,0,
2291,"Oil Tank Hoses (Leaking, Cracked, Worn)",3,0,1,all cracked and worn
2291,Oil Tanks (Not In Use),2,0,0,
2291,Trash Cans ,9,0,1,"1 dumpster, 8 cans, 2 are cracked and broken "
2291,Water Bibb cocks (washer/coolant),2,0,0,
2291,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",2,0,0,
2291,Coolant pump/hoses (Operational),0,,,
2291,"Air Regulators (Operational, Leaks)",3,0,0,
2291,"Air hoses (Operational, Leaks, Cracks)",5,0,1,Air hose outside in the back has a pin hole in it. 
2291,"Water Separators (Operational, Leaks)",2,0,0,
2291,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,
2294,Transmission Machine ,1,0,0,
2294,Tire Machines,0,0,1,ROOM FOR TIRE EQUIPMENT
2294,Tire Balancer,0,0,1,ROOM FOR TIRE EQUIPMENT
2294,Radiator Machine,1,0,0,
2294,Oil Evacuator,1,0,0,
2294,Differential EVAC machine,1,0,0,
2294,BFE EVAC Machine,1,0,0,
2294,A/C machine,0,0,0,
2294,Sump EVAC Machine ,2,0,0,GRAVITY DRAIN HOSES
2294,"Oil sumps (leaking, roller condition)",2,0,0,
2294,"Compressors (Operational, Down Time)",1,0,0,
2294,"Oil Pumps (Operational,  Down Time)",3,0,0,
2294,"Oil Pump Hoses (Leaking, Cracked, Worn)",3,0,0,
2294,"Oil Guns (Leaking, Screen operational)",3,0,0,
2294,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,1,0,ALL GUN HOSES LEAKING SLOWLY
2294,Grease Gun (Leaking),1,0,0,
2294,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,0,
2294,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,1,0,LOCKING MECHANISM DOES NOT WORK
2294,Oil Tanks (Leaking),5,0,0,
2294,"Oil Tank Hoses (Leaking, Cracked, Worn)",3,0,0,
2294,Oil Tanks (Not In Use),2,1,0,CONVERT TO 520&530 PLATINUM
2294,Trash Cans ,6,0,1,NEED 5 NEW TRASH CANS
2294,Water Bibb cocks (washer/coolant),2,0,0,
2294,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
2294,Coolant pump/hoses (Operational),1,0,0,
2294,"Air Regulators (Operational, Leaks)",5,0,0,
2294,"Air hoses (Operational, Leaks, Cracks)",3,0,0,
2294,"Water Separators (Operational, Leaks)",2,0,0,
2294,Lower Bay Mop Sink Lift Pump (Operational),0,0,0,
2298,Transmission Machine,1,0,0,good condition
2298,Tire Machines,N/a,,,
2298,Tire Balancer,N/a,,,
2298,Radiator Machine,1,0,0,good condition
2298,Oil Evacuator,N/a,,,
2298,Differential EVAC machine,1,0,0,good condition
2298,BFE EVAC Machine,1,0,0,good condition
2298,A/C machine,N/a,,,
2298,Sump EVAC Machine,N/a,,,
2298,"Oil sumps (leaking, roller condition)",2,1,0,Im missing one hose to connect to drain pipe.
2298,"Compressors (Operational, Down Time)",1,0,0,operational
2298,"Oil Pumps (Operational,  Down Time)",4,0,0,operational
2298,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,0,0,
2298,"Oil Guns (Leaking, Screen operational)",4,0,0,
2298,"Oil Gun Hoses (Leaking, Cracked, Worn)",4,0,0,
2298,Grease Gun (Leaking),N/a,,,
2298,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,0,The lock on bay one lift dosnt lock going up and unlock going down.
2298,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,0,
2298,Oil Tanks (Leaking),7,0,0,
2298,"Oil Tank Hoses (Leaking, Cracked, Worn)",8,,,
2298,Oil Tanks (Not In Use),N/a,,,
2298,Trash Cans,8,0,0,
2298,Water Bibb cocks (washer/coolant),1,0,0,good condition
2298,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,operational
2298,Coolant pump/hoses (Operational),1,0,0,operational
2298,"Air Regulators (Operational, Leaks)",1,0,0,operational
2298,"Air hoses (Operational, Leaks, Cracks)",3,0,0,no leaks8
2298,"Water Separators (Operational, Leaks)",1,0,0,opeational
2298,Lower Bay Mop Sink Lift Pump (Operational),N/a,0,0,operational
2299,Transmission Machine,1,,0,
2299,Tire Machines,0,,,
2299,Tire Balancer,0,,,
2299,Radiator Machine,1,1,,Needs new tubing and fittings adapter
2299,Oil Evacuator,,,,
2299,Differential EVAC machine,1,0,0,
2299,BFE EVAC Machine,1,0,0,
2299,A/C machine,,,,
2299,Sump EVAC Machine,,,,
2299,"Oil sumps (leaking, roller condition)",2,1,,Grates bent and doesnt sit flush
2299,"Compressors (Operational, Down Time)",1,0,0,
2299,"Oil Pumps (Operational,  Down Time)",,0,0,
2299,"Oil Pump Hoses (Leaking, Cracked, Worn)",4,0,0,
2299,"Oil Guns (Leaking, Screen operational)",4,0,0,
2299,"Oil Gun Hoses (Leaking, Cracked, Worn)",4,0,0,
2299,Grease Gun (Leaking),1,,1,main pump does not work but using hand held guns
2299,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,,"into the wall plug. 2nd bay lift only works when its plugged into the wall socket, It needs a new swicth"
2299,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
2299,Oil Tanks (Leaking),5,0,0,
2299,"Oil Tank Hoses (Leaking, Cracked, Worn)",5,0,0,
2299,Oil Tanks (Not In Use),,,,None 
2299,Trash Cans,5,,1,All trash cans have holes in them
2299,Water Bibb cocks (washer/coolant),1,0,0,
2299,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,0,
2299,Coolant pump/hoses (Operational),1,0,0,
2299,"Air Regulators (Operational, Leaks)",6,0,0,
2299,"Air hoses (Operational, Leaks, Cracks)",3,0,0,
2299,"Water Separators (Operational, Leaks)",1,0,0,
2299,Lower Bay Mop Sink Lift Pump (Operational),1,0,0,
2312,Transmission Machine,,,,dont have one
2312,Tire Machines,,0,0,
2312,Tire Balancer,,0,0,
2312,Radiator Machine,,,,dont have one
2312,Oil Evacuator,,,1,missing pieace
2312,Differential EVAC machine,,,,dont have one
2312,BFE EVAC Machine,,,,dont have one
2312,A/C machine,,,,dont have one
2312,Sump EVAC Machine,,,,dont have one
2312,"Oil sumps (leaking, roller condition)",,0,0,
2312,"Compressors (Operational, Down Time)",,0,1,has some water in it
2312,"Oil Pumps (Operational,  Down Time)",,0,0,
2312,"Oil Pump Hoses (Leaking, Cracked, Worn)",,0,1,coouple of them
2312,"Oil Guns (Leaking, Screen operational)",,0,0,
2312,"Oil Gun Hoses (Leaking, Cracked, Worn)",,0,1,they are really old and dont know how quarts coming out of the gun
2312,Grease Gun (Leaking),,0,0,
2312,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,0,0,
2312,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,0,1,cant lift big truck or suv without it not wanting to go down or get stuck in the air
2312,Oil Tanks (Leaking),,0,0,
2312,"Oil Tank Hoses (Leaking, Cracked, Worn)",,0,0,
2312,Oil Tanks (Not In Use),,0,1,2 of them
2312,Trash Cans,,0,0,
2312,Water Bibb cocks (washer/coolant),,,1,have one washer fluid but not for coolant but it is broke
2312,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",,0,1,
2312,Coolant pump/hoses (Operational),,0,,
2312,"Air Regulators (Operational, Leaks)",,0,,
2312,"Air hoses (Operational, Leaks, Cracks)",,0,,
2312,"Water Separators (Operational, Leaks)",,0,,
2312,Lower Bay Mop Sink Lift Pump (Operational),,,,dont have one
2315,Transmission Machine ,1,0,,
2315,Tire Machines,0,,,
2315,Tire Balancer,0,,,
2315,Radiator Machine,1,0,,
2315,Oil Evacuator,1,0,,
2315,Differential EVAC machine,1,0,,
2315,BFE EVAC Machine,0,,1,
2315,A/C machine,1,0,,
2315,Sump EVAC Machine ,0,,,
2315,"Oil sumps (leaking, roller condition)",2,0,,
2315,"Compressors (Operational, Down Time)",1,0,,
2315,"Oil Pumps (Operational,  Down Time)",5,0,,
2315,"Oil Pump Hoses (Leaking, Cracked, Worn)",2,1,,
2315,"Oil Guns (Leaking, Screen operational)",3,1,,
2315,"Oil Gun Hoses (Leaking, Cracked, Worn)",3,1,,hoses and handles are leaking
2315,Grease Gun (Leaking),2,1,,
2315,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,1,,Bay 2 is leaking fluid bay 1 bolts are falling out no anchor bolts in it
2315,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,,,
2315,Oil Tanks (Leaking),5,1,,conv tanks leaking oil 
2315,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,
2315,Oil Tanks (Not In Use),3,0,0,
2315,Trash Cans ,6,0,0,
2315,Water Bibb cocks (washer/coolant),,,,
2315,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,1,,leaking washer fluid and doesnt mix proerly
2315,Coolant pump/hoses (Operational),0,,1,
2315,"Air Regulators (Operational, Leaks)",3,1,1,
2315,"Air hoses (Operational, Leaks, Cracks)",4,1,1,leaks
2315,"Water Separators (Operational, Leaks)",3,1,1,leaks
2315,Lower Bay Mop Sink Lift Pump (Operational),0,,1,need one
2317,Transmission Machine ,2,0,,brand new
2317,Tire Machines,0,0,,none
2317,Tire Balancer,0,0,,none
2317,Radiator Machine,1,0,,brand new
2317,Oil Evacuator,1,0,,working
2317,Differential EVAC machine,1,,1,very old pump
2317,BFE EVAC Machine,2,1,,hoses need replaced
2317,A/C machine,1,0,,brand new
2317,Sump EVAC Machine ,0,0,,removed and filled in with concrete
2317,"Oil sumps (leaking, roller condition)",0,0,,none
2317,"Compressors (Operational, Down Time)",1,0,,"just replaced electric motor, tank old"
2317,"Oil Pumps (Operational,  Down Time)",7,0,,all pumps working
2317,"Oil Pump Hoses (Leaking, Cracked, Worn)",1,0,,no leaks
2317,"Oil Guns (Leaking, Screen operational)",6,,1,2 graco pucks not working in pit
2317,"Oil Gun Hoses (Leaking, Cracked, Worn)",1,1,,5w20 guns leak minor
2317,Grease Gun (Leaking),3,0,,no leaks
2317,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,,all lifts working good condition
2317,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",1,0,,almost new great condition
2317,Oil Tanks (Leaking),0,0,,no leaking tanks
2317,"Oil Tank Hoses (Leaking, Cracked, Worn)",0,0,,tank hoses good condition
2317,Oil Tanks (Not In Use),0,0,,no tanks not in use
2317,Trash Cans ,2,,1,two bay trash cans worn
2317,Water Bibb cocks (washer/coolant),2,1,,"Bay 1 good, bay two needs replaced"
2317,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,1,,water proportion valve needs replaced 
2317,Coolant pump/hoses (Operational),1,0,,"good condition, fill bottles, no hoses for coolant"
2317,"Air Regulators (Operational, Leaks)",1,0,,"good condition, fill bottles, no hoses for coolant"
2317,"Air hoses (Operational, Leaks, Cracks)",0,0,,"good condition, fill bottles, no hoses for coolant"
2317,"Water Separators (Operational, Leaks)",1,,1,need replaced from compressor
2317,Lower Bay Mop Sink Lift Pump (Operational),0,0,,no sink in pit area
2318,Transmission Machine ,1,0,,
2318,Tire Machines,0,,,
2318,Tire Balancer,0,,,
2318,Radiator Machine,1,0,,
2318,Oil Evacuator,0,,,
2318,Differential EVAC machine,1,0,,
2318,BFE EVAC Machine,1,0,,
2318,A/C machine,1,1,,Low side hose leaking
2318,Sump EVAC Machine ,1,0,,
2318,"Oil sumps (leaking, roller condition)",2,0,,
2318,"Compressors (Operational, Down Time)",1,0,,
2318,"Oil Pumps (Operational,  Down Time)",13,1,,"520 blend leaks, need disconnected daily"
2318,"Oil Pump Hoses (Leaking, Cracked, Worn)",,1,,
2318,"Oil Guns (Leaking, Screen operational)",5,1,,Rotella 1540 gun or pump is having issues
2318,"Oil Gun Hoses (Leaking, Cracked, Worn)",5,0,,
2318,Grease Gun (Leaking),2,0,,
2318,"Floor Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",,1,,
2318,"Post Lifts (Locks Engage/Disengage, Hydraulic cylinder leaking)",2,0,,
2318,Oil Tanks (Leaking),12,1,,530 conventional take possibly leaking.
2318,"Oil Tank Hoses (Leaking, Cracked, Worn)",,,,
2318,Oil Tanks (Not In Use),1,0,,
2318,Trash Cans ,6,1,,TWO LARGER CANS CRACKED
2318,Water Bibb cocks (washer/coolant),1,0,,
2318,"Washer Fluid pump/hoses (Operational, Leaks, Cracks)",1,0,,
2318,Coolant pump/hoses (Operational),1,0,,
